seq_name,duplicate_seqs
FJ383717.1,FJ383718.1
AF346983.1,AY495200.1
FJ383665.1,FJ383666.1
KJ446556.1,KJ446557.1
KF451775.1,KF451776.1
MF058085.1,MF058088.1
AP008348.1,AP009467.1;AP010766.1
JF937112.1,JF965447.1;JN043363.1
KY409013.1,KY409455.1;KY409561.1
KC252470.1,KC252479.1
MG952829.1,MG952831.1;MG952832.1
MG272867.1,MG272873.1
KJ154541.1,KJ154634.1
KY408259.1,KY408294.1;KY408445.1;KY408676.1;KY408692.1;KY408764.1
KX456682.1,KX456692.1;KX456699.1;KX456701.1;KX456703.1
KF162178.1,KM096767.1;KM096768.1;KM096772.1
KF874341.1,KF874342.1
KU683002.1,KU683174.1;KU683343.1;KU683356.1;KU683394.1;KU683397.1;KU683516.1;KU683524.1
GU810005.1,GU810013.1
KJ856701.1,KJ856823.1
KF451196.1,KJ446325.1
KX456934.1,KX457312.1;KX457323.1;KX457324.1
KX457496.1,KX457502.1
KF148230.1,KF148237.1
JN214410.1,JN214412.1;JN214413.1;JN214415.1;JN214416.1
GU810007.1,GU810036.1;GU810041.1
KC257335.1,KC257337.1;KC257338.1;KC257341.1;KC257343.1
MF056722.1,MF056727.1;MF056746.1
MG637116.1,MG637117.1
KJ154879.1,KJ154887.1
KY408266.1,KY408300.1;KY408388.1;KY408427.1;KY408438.1;KY408455.1;KY408504.1;KY408518.1;KY408526.1;KY408541.1;KY408571.1;KY408624.1;KY408663.1;KY408707.1;KY408720.1;KY408752.1;KY408759.1;KY408771.1;KY408780.1;KY408809.1;KY408831.1;KY408838.1
MF055972.1,MF056015.1;MF056217.1;MF056230.1;MF056450.1;MF056583.1;MF056648.1;MF056891.1;MF056929.1;MF056995.1;MF057061.1;MF057069.1;MF057208.1
KF148286.1,KF148308.1;KF148321.1;KF148557.1
KX456497.1,KX456505.1;KX456506.1
MF057045.1,MF057090.1
KU683501.1,KU683507.1
MG272792.1,MG272800.1;MG272808.1
MF381288.1,MF381418.1;MF381439.1;MF381441.1;MF381448.1;MF381457.1;MF381463.1
KJ154918.1,KJ154930.1
KX456528.1,KX456529.1;KX456626.1
KF540895.1,KF540896.1
KJ154268.1,KJ154376.1
KY409653.1,KY410118.1
JF824842.2,JF824935.2
KU867580.1,KU867608.1
KC911442.1,KC911605.1
KX457352.1,KX457365.1
MF057507.1,MF058123.1
KJ154186.1,KJ154436.1;KJ154450.1;KJ154457.1;KJ154468.1;KJ154472.1
KJ185684.1,KJ185687.1;KJ185952.1
HM044856.1,KF148077.1
JQ705279.1,JQ705886.1
MF055786.1,MF055860.1;MF057667.1
AP008332.1,AP008413.1
JX900331.1,JX900661.1
MF055935.1,MF055955.1;MF055987.1;MF056000.1;MF056113.1;MF056146.1;MF056149.1;MF056218.1;MF056229.1;MF056295.1;MF056352.1;MF056374.1;MF056385.1;MF056475.1;MF056477.1;MF056479.1;MF056482.1;MF056547.1;MF056550.1;MF056578.1;MF056579.1;MF056623.1;MF056628.1;MF056705.1;MF056716.1;MF056718.1;MF056726.1;MF056752.1;MF056774.1;MF056813.1;MF056871.1;MF056898.1;MF056909.1;MF056910.1;MF056911.1;MF056930.1;MF056934.1;MF056952.1;MF056957.1;MF056968.1;MF056977.1;MF056982.1;MF056985.1;MF056999.1;MF057081.1;MF057116.1;MF057145.1;MF057146.1;MF057170.1;MF057236.1;MF057343.1;MF057458.1
KJ154157.1,KJ154169.1;KJ154171.1;KJ154188.1;KJ154191.1;KJ154199.1;KJ154203.1;KJ154213.1;KJ154249.1;KJ154254.1;KJ154258.1;KJ154261.1;KJ154265.1;KJ154271.1;KJ154283.1;KJ154295.1;KJ154297.1;KJ154298.1;KJ154303.1;KJ154311.1;KJ154360.1;KJ154389.1;KJ154401.1;KJ154449.1;KJ154471.1;KJ154530.1;KJ154562.1;KJ154564.1;KJ154642.1;KJ154643.1;KJ154651.1;KJ154868.1;KJ154871.1;KJ154873.1;KJ154880.1
KY409673.1,KY409721.1
JX153806.1,JX153924.1
KC346053.1,KC346062.1
JX900553.1,JX900559.1
JQ324685.1,JQ324733.1;JQ324738.1
KC994068.1,KC994078.1
JQ324683.1,JQ324873.1;JQ324882.1
MG386698.1,MG649084.1
KP240773.1,KP240798.1
JX153800.1,KF162748.1
EU597515.1,KJ446357.1
KP240902.1,KP240905.1
AP012370.1,AP012391.1
MF381375.1,MF381491.1
MF362929.1,MF362935.1
JQ702876.1,JQ703402.1;KF162784.1;KF162967.1
MF055917.1,MF055925.1;MF055928.1;MF055933.1;MF057253.1;MF057305.1;MF057383.1;MF057412.1;MF057424.1;MF057459.1
KC346034.1,KC346065.1
KY399185.1,KY399206.1
MF523198.1,MF523200.1
MF523110.1,MF523118.1
MF058165.1,MF058167.1
HM036535.1,HM036544.1
MF523007.1,MF523008.1
KU683362.1,KU683549.1
JN030346.1,JN828512.1
AY495128.2,AY495143.2
FJ383460.1,FJ383463.1
KP172397.1,KP172407.1
MF523114.1,MF523116.1
FJ383738.1,FJ383739.1;FJ383740.1;FJ383741.1
MG952840.1,MG952857.1
KY409384.1,KY409385.1;KY409414.1;KY409834.1;KY410191.1
FJ748758.1,HM346901.1
KJ185680.1,KJ185728.1;KJ185899.1
JX900834.1,JX900840.1
KC345899.1,KC346113.1;KC346115.1
KJ154488.1,KJ154499.1;KJ154633.1
KF451226.1,KF451229.1
KJ185481.1,KJ185565.1
KJ185824.1,KJ185826.1
KY409339.1,KY409508.1;KY409790.1
JQ702679.1,JQ702850.1
KC345897.1,KC345916.1;KC346205.1
JX171114.1,JX171115.1
JF824858.2,JF824951.2
KY409335.1,KY409737.1
FJ383536.1,FJ383538.1;FJ383539.1;FJ383540.1
EU443499.1,FJ383284.1
KT726133.1,KT726134.1;KT726135.1;KT726142.1
MF056399.1,MF056761.1;MF057021.1
MF696097.1,MF696098.1;MF696107.1
MF056036.1,MF056037.1
GU207871.1,GU214208.1
KJ154484.1,KJ154639.1
KF672825.1,KF672832.1;KF672835.1
MF055773.1,MF055774.1
KY409337.1,KY409372.1;KY410143.1
KU682901.1,KU683571.1
KY645525.1,KY645530.1;KY645531.1;KY645540.1;KY645542.1;KY645545.1;KY645549.1;KY645605.1;KY645607.1;KY645610.1;KY645614.1
MG272838.1,MG272850.1
JQ703428.1,KF162607.1
MF523063.1,MF523134.1;MF523188.1
KC252354.1,KC252485.1;KC252487.1
KF056284.1,KF056285.1
KY645523.1,KY645712.1
AP008314.1,AP008787.1;AP010707.1
KX456785.1,KX456793.1
AY950298.2,AY950300.2
AP012422.1,AY963583.2
KX457207.1,KX457229.1
MF057544.1,MF057650.1;MF057849.1;MF058393.1;MF058394.1;MF058397.1;MF695880.1;MF695931.1;MF695934.1;MF695937.1
KY408236.1,KY408253.1
KC345990.1,KC346005.1
KJ185533.1,KJ185534.1;KJ185797.1;KJ185798.1
KY409506.1,KY409676.1
KX456787.1,KX456817.1
AP008265.1,AP008883.1
FJ348162.1,FJ348163.1;FJ348164.1;FJ348165.1;GQ304740.1
KC345785.1,KC345795.1;KC345797.1;KC345805.1;KC346118.1
KF148067.1,KF148196.1;KF148277.1;KF148290.1;KF148295.1;KF148470.1;KF148555.1;KF148584.1
KF540867.1,KF540898.1
KP172408.1,KP172412.1
KJ154174.1,KJ154183.1
JX900452.1,JX900763.1
KM102143.1,KM853018.1
KF148341.1,KF148342.1;KF148345.1;KF148353.1;KF148354.1
KJ154262.1,KJ154263.1
KY408316.1,KY408336.1;KY408348.1;KY408359.1;KY408361.1;KY408416.1;KY408468.1;KY408699.1;KY408701.1
MF056371.1,MF056373.1
FJ383471.1,FJ383472.1;FJ383474.1
JN253430.1,JN253432.1
FJ383316.1,FJ383317.1
KJ154176.1,KJ154198.1;KJ154222.1;KJ154223.1;KJ154228.1;KJ154234.1;KJ154272.1;KJ154274.1;KJ154280.1;KJ154293.1;KJ154377.1;KJ154378.1;KJ154384.1;KJ154392.1;KJ154412.1;KJ154416.1;KJ154420.1;KJ154744.1;KJ154745.1
JN001929.1,JQ704782.1
EU573192.2,JQ702741.1
KY408305.1,KY408812.1
FJ383413.1,FJ383423.1;GQ337612.1
HM590710.1,JQ703556.1
DQ282505.1,DQ282506.1
JQ324567.1,JQ324930.1
MF055845.1,MF055850.1
JQ702030.1,JQ702053.1
KY409295.1,KY410028.1
KJ185521.1,KJ185522.1;KJ185523.1;KJ185650.1;KJ185887.1;KJ185918.1;KJ185941.1;KJ185981.1
MF362901.1,MF362943.1
HQ259121.1,JF739536.1
KC345968.1,KC346085.1
KU686498.1,KU686512.1;KU686513.1;KU686518.1;KU686525.1;KU686551.1;KU686553.1;KU686574.1;KU686577.1;KU686591.1;KU686601.1;KU686637.1;KU686666.1
KU683026.1,KU683106.1;KU683132.1;KU683353.1
KY408263.1,KY408403.1;KY408418.1;KY408421.1;KY408483.1;KY408570.1;KY408597.1;KY408606.1;KY408620.1;KY408708.1;KY408825.1
JX153713.1,JX154042.1
FJ348156.1,FJ348158.1
JQ705128.1,MG701013.1
KJ185519.1,KJ185524.1
KX456444.1,KX456645.1;KX457431.1;KX457442.1;KX457443.1;KX457444.1;KX457632.1
AY339532.1,AY882403.1
KY083710.1,KY083711.1
JX153356.1,JX153378.1
KY409229.1,KY409261.1;KY409758.1
JQ324760.1,JQ324808.1
FJ348154.1,FJ348155.1
MF695951.1,MF695976.1
MF056681.1,MF056741.1;MF057218.1;MF057247.1
FJ383407.1,FJ383408.1
JX153350.1,JX153396.1;JX153411.1;JX153704.1;JX153927.1;KF163008.1;MF177141.1
KF148122.1,KF148123.1;KF148432.1
KF148377.1,KF148435.1;KF148440.1
KY408848.1,KY409142.1;KY409321.1;KY409432.1;KY409674.1;KY409686.1;KY410002.1;KY410214.1
KC911539.1,KC911588.1;KC911613.1
KY645534.1,KY645536.1;KY645537.1;KY645539.1;KY645541.1;KY645613.1
JQ702349.1,KF162577.1
KU683334.1,KU683372.1
KC345787.1,KC346014.1;KC346027.1;KC346036.1;KC346059.1;KC346066.1
KY409031.1,KY409722.1;KY410236.1
KF451511.1,KF451513.1;KF451527.1
KY645535.1,KY645538.1
JF905568.1,JF906520.1;JF926842.1
KF451095.1,KF451122.1
FJ383422.1,FJ383427.1
JF824850.2,JF824943.2
HM171270.1,HM171271.1;HM171272.1
KX456648.1,KX456825.1;KX456830.1;KX456832.1;KX456837.1;KX456844.1
KX457132.1,KX457133.1;KX457134.1;KX457153.1
AP008796.1,AP010830.1
KM102076.1,KM102133.1;KM102140.1
KC911529.1,KC911533.1
KC622232.1,KC622268.1
KC993994.1,KC993997.1
AY339573.1,AY339574.1
KF540635.1,KF540646.1
KF451501.1,KF451541.1
KY645877.1,KY645943.1
MF522927.1,MF522957.1
KY409235.1,KY409263.1;KY409404.1;KY409481.1
MF381298.1,MF381314.1;MF381316.1;MF381323.1;MF381326.1;MF381374.1;MF381378.1;MF381381.1;MF381383.1;MF381385.1;MF381402.1;MF381449.1;MF381460.1;MF381467.1;MF381488.1;MF381505.1
KC533472.1,MF696128.1
KF540594.1,KF540614.1;KF540634.1;KF540636.1;KF540648.1
AY339536.1,AY339539.1;AY339540.1;AY339541.1
KF148433.1,KF148549.1
KF161605.1,KF161932.1
JQ704571.1,JQ705918.1
KJ154715.1,KJ154758.1;KJ154768.1
EU597562.1,KJ446076.1
KX440227.1,KX440228.1
AP008275.1,AP008724.1;AP008891.1
GU810011.1,GU810025.1;GU810026.1
KJ154719.1,KJ154735.1
KF148269.1,KF148412.1
EU545442.2,EU545456.3
KU683339.1,KU683358.1;KU683562.1
JX153610.1,JX153613.1
KC345799.1,KC346120.1
MG273020.1,MG273021.1;MG273033.1
MF057466.1,MF057467.1;MF057941.1;MF058379.1
KY645857.1,KY645885.1
KF451434.1,KF451435.1
KY409587.1,KY409638.1
KF161092.1,KF161836.1;KF161920.1;KF162127.1
EU092802.1,EU092803.1;EU092924.1
FJ951560.1,FJ951562.1
KJ185741.1,KJ185744.1;KJ185745.1;KJ185783.1
JX153370.1,JX153482.1
MF056983.1,MF056988.1
MF056008.1,MF056047.1;MF056187.1;MF056321.1;MF056702.1;MF056925.1;MF056927.1;MF056969.1;MF056994.1
KF450826.1,KF450847.1
MF522887.1,MF522901.1
DQ282412.1,DQ282414.1;DQ282416.1;DQ282420.1
KC763420.1,KC763422.1
KF450825.1,KF450839.1;KF450853.1
KY409595.1,KY410229.1
KJ923847.1,KJ923848.1
KJ185509.1,KJ185753.1
JX153793.1,KF162586.1
KX456588.1,KX456674.1
KX457652.1,KX457657.1;KX457666.1
KC252410.1,KC252436.1
MF522885.1,MF522894.1
KJ446193.1,KJ446195.1;KJ446196.1;KJ446197.1;KJ446198.1
JF824884.2,JF824977.2
HM596693.1,HM596706.1;HM596707.1;HM596709.1
KU686503.1,KU686633.1
GU296596.1,GU296626.1
JX669407.1,JX669409.1
KF451181.1,KF451492.1
MF056748.1,MF056753.1;MF056755.1
MF057468.1,MF057524.1;MF057533.1;MF057577.1;MF057612.1;MF057657.1;MF057668.1;MF057707.1;MF057735.1;MF057761.1;MF057805.1;MF057806.1;MF057837.1;MF057880.1;MF057993.1;MF058004.1;MF058076.1;MF058143.1;MF058156.1;MF058160.1;MF058189.1;MF058232.1;MF058244.1;MF058280.1;MF058312.1;MF058344.1;MF058360.1;MF058361.1;MF058364.1;MF058378.1;MF058428.1;MF058456.1;MF058488.1;MF058494.1;MF058496.1;MF058512.1;MF058518.1;MF058519.1;MF058532.1
KX457183.1,KX457194.1
KJ154340.1,KJ154409.1
EU007843.1,EU007845.1;KF874333.1;KF874335.1;KF874336.1
DQ149511.1,DQ149520.1
KJ446497.1,KJ446498.1
KC553997.1,KC554015.1
JN580300.1,JN580306.1
KX457388.1,KX457389.1;KX457396.1;KX457398.1;KX457402.1
KJ154703.1,KJ154766.1
JN857019.1,JN857021.1;JN857025.1
MF056177.1,MF056470.1;MF056539.1;MF056966.1;MF056967.1
MF043430.1,MF043487.1
KJ735672.1,KJ735674.1
EU660553.1,EU660554.1;EU660555.1
KJ154765.1,KJ154769.1;KJ154772.1;KJ154773.1
MF381294.1,MF381295.1;MF381306.1;MF381307.1;MF381312.1;MF381358.1;MF381362.1;MF381363.1;MF381365.1;MF381367.1;MF381371.1;MF381384.1;MF381420.1;MF381421.1;MF381423.1;MF381424.1;MF381426.1;MF381427.1;MF381430.1;MF381431.1;MF381432.1;MF381434.1;MF381462.1;MF381479.1;MF381485.1;MF381525.1
JN580302.1,JN580308.1
EU597578.1,KJ445838.1
FJ467946.1,FJ467967.1
KU683029.1,KU683382.1;KU683427.1;KU683557.1
KY409115.1,KY409123.1
MF056175.1,MF056365.1
KF540563.1,KF540596.1
KF451124.1,KF451862.1
KF148069.1,KF148173.1;KF148199.1
KY409135.1,KY410097.1
KF055871.1,KF055879.1;KF055884.1;KF055889.1
KF148093.1,KF148460.1;KF148481.1;KF148483.1
KY408961.1,KY408977.1;KY408982.1;KY409026.1;KY409246.1;KY409759.1;KY410228.1
KC911429.1,KC911534.1;KC911554.1
EU660570.1,EU660571.1;EU660572.1;EU660573.1
MF056010.1,MF056019.1;MF056045.1;MF056099.1;MF056145.1;MF056213.1;MF056338.1;MF056342.1;MF056397.1;MF056428.1;MF056464.1;MF056484.1;MF056544.1;MF056555.1;MF056559.1;MF056596.1;MF056619.1;MF056665.1;MF056686.1;MF056715.1;MF056764.1;MF056904.1;MF056946.1;MF056971.1;MF056986.1;MF057043.1;MF057096.1;MF057126.1;MF057127.1;MF057143.1;MF057235.1
KY408844.1,KY408968.1;KY409091.1;KY409162.1;KY409198.1;KY410057.1;KY410209.1
DQ304946.1,DQ304947.1
JX297144.1,KF451815.1
FJ380210.1,FJ383742.1
KC763438.1,KC763440.1
JX152914.1,JX153649.1
KF451099.1,KF451868.1
KX456742.1,KX456750.1
AP012394.1,AP012405.1;AP012406.1;AP012409.1
JQ324599.1,JQ324909.1
KF451436.1,KF451437.1;KF451439.1
KU683104.1,KU683140.1;KU683292.1;KU683370.1;KU683547.1
EU007847.1,EU095540.1;EU482338.1;EU482352.1;KF874344.1
JF824886.2,JF824979.2
JX669405.1,JX669411.1;JX669417.1
KC733259.1,KC733260.1
JX120766.1,JX120771.1
GU296624.1,GU296632.1;GU296653.1
DQ902694.1,DQ902698.1;DQ902699.1
KU683249.1,KU683254.1;KU683257.1;KU683260.1
GU296604.1,GU296616.1
KX228192.1,KX228193.1
MF057299.1,MF057300.1
KY409416.1,KY410233.1
GU296602.1,GU797137.1
KF450964.1,KF450977.1;KF450978.1
FJ383507.1,FJ383508.1
KF148081.1,KF148120.1;KF148330.1;KF148393.1;KF148431.1;KF148465.1
KY409418.1,KY409462.1
KJ185714.1,KJ185715.1;KJ185716.1
GU392075.1,GU392076.1;GU392077.1
JX153078.1,JX153317.1;JX153729.1;JX153757.1;JX154010.1;JX154064.1;JX171077.1;JX171078.1;KF162314.1;KF162341.1;KF162772.1;KF162972.1;KF163053.1;MF497490.1
MG182034.1,MG182035.1
JX297150.1,KF451831.1
KU683279.1,KU683305.1
KU683049.1,KU683120.1;KU683214.1
KJ185446.1,KJ185842.1;KJ185850.1
KX061454.1,KX061455.1;KX061456.1
KP240746.1,KP240822.1
KF450972.1,KF450974.1;KF450982.1
KF162596.1,KF199874.1;KY782197.1
JX273270.1,KF451837.1
MF057580.1,MF057588.1
JQ704218.1,KC170990.1
MG272957.1,MG272965.1
JQ798106.1,JQ798107.1
KF874357.1,KF874358.1;KF874359.1
KJ154787.1,KJ154821.1
KF161625.1,KF161970.1
EU007835.1,KF874372.1
JX152804.1,KF162647.1
MF057857.1,MF057859.1
MF696134.1,MF696136.1
KY408151.1,KY408177.1
FJ383513.1,FJ383522.1
AP008296.1,AP008369.1;AP010762.1
JX669387.1,JX669395.1;JX669396.1
EU443480.1,FJ383276.1;FJ383277.1;FJ383281.1;FJ383282.1
MF696099.1,MF696110.1
KF161655.1,KF161691.1
KP317047.1,KP317050.1
MF058333.1,MF058334.1
MF522863.1,MF522881.1;MF522883.1;MF522886.1;MF522904.1
KY645747.1,KY645761.1
JQ798138.1,KF451839.1
KX457092.1,KX457102.1;KX457105.1;KX457106.1;KX457108.1;KX457115.1
KF161357.1,KF161897.1
KU131313.1,KU131322.1
KU131309.1,KU131331.1;KU131367.1
KX456999.1,KX457012.1
KF540686.1,KF540696.1
KJ445874.1,KX440264.1
KF161935.1,KF161973.1;KF161990.1
KF161108.1,KF161699.1
KY409845.1,KY409992.1;KY410113.1
KY408444.1,KY408453.1;KY408582.1
KY409197.1,KY409909.1
KF161884.1,KF161890.1
JQ703501.1,KJ445857.1
KT213763.1,KT213796.1;KT213798.1
KJ154247.1,KJ154446.1
KJ446491.1,KJ446492.1
JX153666.1,JX153867.1;JX154000.1
KX456630.1,KX456877.1;KX456892.1
KF451361.1,KF451362.1
JX153660.1,JX153671.1
KY409016.1,KY409117.1;KY409144.1
KJ185872.1,KJ185938.1
MF523096.1,MF523099.1
FJ951475.1,KU683367.1
KY409802.1,KY409902.1
JQ704244.1,JQ704253.1
KJ154696.1,KJ154717.1
MG272586.1,MG272588.1
KF540806.1,KF540831.1
JF265240.1,JQ703904.1
KM986539.1,KM986612.1
KY408910.1,KY409291.1;KY409773.1;KY409884.1
KJ446310.1,KJ446311.1;KJ446312.1;KJ446313.1
JX273284.1,KF451142.1
KY409070.1,KY409755.1;KY410164.1
KY408430.1,KY408552.1;KY408609.1;KY408619.1;KY408691.1;KY408715.1;KY408810.1
KF540664.1,KF540700.1
EU600366.1,KJ445987.1;KJ445988.1
KC346181.1,KC346182.1
KF148531.1,KF148532.1;KF148534.1;KF148537.1;KF148539.1
JX152808.1,JX153298.1;JX153694.1;JX153740.1;KF162639.1;KF162822.1
KC911427.1,KC911438.1;KC911446.1
EU232008.1,JQ702740.1
JX900590.1,JX900592.1;JX900595.1;JX900596.1
KF148194.1,KF148195.1;KF148209.1;KF148287.1;KF148289.1;KF148307.1
KU683097.1,KU683172.1
KC345900.1,KC345943.1
KJ185597.1,KJ185598.1
KC346074.1,KC346078.1
KT698016.1,KT698030.1
KC911354.1,MF696100.1
KJ154257.1,KJ154260.1
MF381321.1,MF381325.1;MF381339.1
MF057799.1,MF057801.1
KC345902.1,KC345903.1;KC345948.1;KC346184.1
KU683170.1,KU683420.1
EU597576.1,KF451789.1;KJ446047.1
KC346076.1,KC346079.1
JF824819.2,JF824912.2
KJ185603.1,KJ185994.1
JQ704230.1,JQ704447.1
KJ154885.1,KJ154888.1
KY409044.1,KY409412.1;KY409766.1;KY410096.1
KC533517.1,KC533519.1
KX457647.1,KX457648.1;KX457650.1;KX457668.1
KF540947.1,KF540948.1
MF058391.1,MF058395.1
JQ324682.1,JQ324872.1
KT749800.1,KT749812.1
KJ185631.1,KJ185847.1;KJ185988.1
KX456950.1,KX457176.1
KX791433.1,KX810193.1
JF824877.2,JF824970.2
KJ185863.1,KJ186004.1;KJ186005.1
DQ282488.1,DQ282489.1;DQ282490.1;DQ282492.1;KM102012.1
JQ704903.1,MG488279.1
JQ705623.1,JX944819.1
JX152834.1,JX153719.1
MF055922.1,MF058567.1
JF824875.2,JF824968.2
KT799551.1,KU754494.1;KX422605.1
KX456610.1,KX456621.1;KX456622.1;KX456625.1;KX456631.1
EU482334.1,EU660536.1
KX457332.1,KX457335.1;KX457342.1;KX457343.1
GU592028.1,GU592043.1
KJ185635.1,KJ185781.1;KJ185864.1;KJ186006.1
MF056900.1,MF056901.1
JQ324755.1,JQ324850.1;JQ324924.1
KJ445981.1,KJ445982.1
KX457013.1,KX457015.1
JQ797931.1,JQ797932.1
KU683536.1,KU683572.1
AP008754.1,AP008857.1
KC994035.1,KC994130.1;KC994137.1
JF824873.2,JF824966.2
KF146251.1,KF161950.1
KF162759.1,KF162989.1
KX457377.1,KX457381.1;KX457382.1;KX457384.1;KX457385.1;KX457387.1;KX457390.1;KX457395.1;KX457397.1;KX457399.1
KF540775.1,KF540932.1
KX456553.1,KX456566.1
KY409835.1,KY409943.1
KY410173.1,KY410177.1
KJ154668.1,KJ154780.1
AY713983.1,AY713984.1
MG272995.1,MG273012.1
MF057867.1,MF057890.1
MF523002.1,MF523003.1
KT725869.1,KT725928.1;KT725955.1
KY824819.1,KY824850.1;KY825082.1
JX128075.1,KF163003.1
KU683224.1,KU683304.1
MF498675.1,MF498676.1
EU482345.1,KF874346.1
KY408290.1,KY408471.1
JX153586.1,KF451841.1
KX457355.1,KX457374.1
JX153137.1,JX153767.1
KC252335.1,KC252396.1
JX153994.1,KF162986.1
KJ154233.1,KJ154237.1
KX456462.1,KX456655.1
FJ348193.1,FJ348201.1
MF057692.1,MF057702.1;MF057714.1
KJ154165.1,KJ154175.1
JF824861.2,JF824954.2
MF056520.1,MF056521.1
AP012347.1,AP012348.1;AP012355.1;AP012358.1;AP012359.1;AP012362.1;AP012366.1;AP012368.1
MF056281.1,MF056292.1
KF540949.1,KF540950.1;KF540952.1
KC994007.1,KC994022.1;KC994108.1
KM986531.1,KM986610.1
EF153826.1,EF153830.1
AP008641.1,AP009430.1;AP010751.1
KY409365.1,KY409577.1
KF161695.1,KY671078.1
KJ154838.1,KJ154840.1;KJ154849.1;KJ154854.1;KJ154857.1;KJ154858.1
MF522986.1,MF522987.1;MF522988.1
MF057370.1,MF057381.1;MF057391.1;MF057401.1;MF057414.1;MF057427.1;MF058420.1
JX153758.1,KF162418.1
KY680935.1,KY680936.1
KY409892.1,KY410015.1
MF056504.1,MF056509.1;MF056517.1;MF056720.1
KJ154528.1,KJ154538.1
KY645646.1,KY645647.1;KY645648.1
KY409518.1,KY409987.1
MF056973.1,MF056974.1;MF057086.1
DQ304991.1,DQ304992.1;KM986581.1
KY645687.1,KY645688.1;KY645696.1;KY645729.1;KY645731.1;KY645766.1;KY645769.1;KY645772.1;KY645773.1;KY645774.1;KY645784.1;KY645795.1
MF058097.1,MF058099.1
MF056219.1,MF057085.1
EU007886.1,EU482355.1;EU725616.2
JN214460.1,JN214476.1
MG672485.1,MG672486.1;MG672488.1;MG672489.1;MG672490.1;MG672491.1;MG672492.1;MG672494.1;MG672495.1;MG672498.1;MG672499.1
KJ154200.1,KJ154503.1
GQ129152.1,GQ129153.1
JQ324530.1,JQ324779.1;JQ324871.1
KY645788.1,KY645789.1;KY645792.1;KY645793.1;KY645794.1;KY645796.1;KY645799.1;KY645801.1;KY645802.1;KY645803.1
KF451313.1,KF451484.1
MF381409.1,MF381438.1;MF381442.1
KC622082.1,KC622085.1;KC622123.1
KY645738.1,KY645752.1
AY339555.2,AY339559.2
EF153787.1,EF153795.1
JX900342.1,JX900364.1;JX900657.1;JX900660.1
KJ446369.1,KJ446370.1
KC257289.1,KC257290.1;KC257291.1;KC257292.1;KC257293.1;KC257294.1;KC257295.1
KF161180.1,KF161862.1
KX457220.1,KX457228.1
MF381322.1,MF381324.1;MF381341.1;MF381342.1;MF381343.1;MF381344.1;MF381364.1;MF381444.1;MF381445.1
KX228176.1,KX228177.1
JX900692.1,JX900698.1;JX900724.1
KF540953.1,KF540963.1
MF381302.1,MF381338.1;MF381377.1;MF381453.1;MF381461.1;MF381465.1;MF381468.1;MF381474.1;MF381490.1;MF381493.1
KJ185542.1,KJ185967.1
KC257287.1,KC257296.1;KC257297.1
MF381320.1,MF381472.1
HQ610932.1,HQ610942.1
KF540537.1,KF540776.1;KF540828.1;KF540877.1;KF540907.1
KJ185526.1,KJ185774.1;KJ185775.1
JQ702879.1,KF162608.1
KF451657.1,KF451660.1;KF451664.1
FJ383464.1,FJ383466.1;FJ383467.1;FJ383468.1;FJ383469.1;FJ383473.1;FJ383475.1;FJ383477.1;FJ383478.1;FJ383479.1;FJ383480.1;FJ383481.1;FJ383483.1;FJ383484.1;FJ383485.1
KX440237.1,KX440238.1
KX457078.1,KX457079.1;KX457091.1
MF055804.1,MF055807.1
KX456598.1,KX456600.1;KX456601.1;KX456602.1
MG429018.1,MG429019.1
KY408889.1,KY409111.1;KY409119.1;KY409754.1;KY409849.1;KY409880.1;KY410111.1;KY410187.1
KJ445740.1,KJ445741.1
MF381310.1,MF381416.1;MF381417.1
KY408387.1,KY408452.1;KY408477.1;KY408558.1;KY408575.1;KY408689.1;KY408754.1;KY408806.1
MF058182.1,MF058188.1
JQ705106.1,MH087470.1
MG272955.1,MG272963.1
KF148350.1,KF148367.1
KJ185570.1,KJ185571.1
AP008791.1,AP008867.1;AP011038.1
AY339551.1,AY339552.1;AY339553.1
JX900374.1,JX900397.1
MF523036.1,MF523061.1
KU683331.1,KU683383.1
MF057477.1,MF057638.1;MF058127.1;MF058430.1
KY409702.1,KY409904.1;KY409936.1
FJ383219.1,FJ383226.1;FJ383236.1
MF362747.1,MF362777.1
JX152995.1,JX153219.1;JX153229.1;JX153575.1;JX153816.1;KF451393.1
KY409232.1,KY409553.1
MG272701.1,MG273043.1
EF153804.1,EU095534.1;EU482339.1;EU482340.1;EU482357.1;EU660551.1;KF874370.1;KF874371.1;KF874373.1
KY824865.1,KY824868.1;KY824913.1
KU686494.1,KU686537.1;KU686590.1;KU686595.1;KU686609.1;KU686622.1;KU686626.1
MF056664.1,MF056975.1
KT819244.1,KT819245.1
MF381331.1,MF381368.1
KC622198.1,KC622199.1;KC622200.1
JX900548.1,JX900758.1
KY408257.1,KY408276.1;KY408278.1;KY408288.1;KY408307.1;KY408310.1;KY408312.1;KY408313.1;KY408331.1;KY408347.1;KY408355.1;KY408397.1;KY408399.1;KY408417.1;KY408422.1;KY408461.1;KY408463.1;KY408499.1;KY408506.1;KY408514.1;KY408536.1;KY408560.1;KY408563.1;KY408576.1;KY408608.1;KY408610.1;KY408643.1;KY408723.1;KY408733.1;KY408765.1;KY408772.1;KY408791.1;KY408807.1;KY408820.1
KJ185732.1,KJ185733.1
KX457265.1,KX457465.1
MG273049.1,MG273050.1
