Sequence,QC_Pass
KY408967.1,FALSE
KY408968.1,FALSE
KY408969.1,FALSE
KY408970.1,FALSE
KY408971.1,FALSE
KY408972.1,FALSE
KY408973.1,FALSE
KY408974.1,FALSE
KY408975.1,FALSE
KY408976.1,FALSE
KY408977.1,FALSE
KY408978.1,FALSE
KY408979.1,FALSE
KY408980.1,FALSE
KY408981.1,FALSE
KY408982.1,FALSE
KY408983.1,FALSE
KY408984.1,FALSE
KY408985.1,FALSE
KY408986.1,FALSE
KY408987.1,FALSE
KY408988.1,FALSE
KY408989.1,FALSE
KY408990.1,FALSE
KY408991.1,FALSE
KY408992.1,FALSE
KY408993.1,FALSE
KY408994.1,FALSE
KY408995.1,FALSE
KY408996.1,FALSE
KY408997.1,FALSE
KY408998.1,FALSE
KY408999.1,FALSE
KY409000.1,FALSE
KY409001.1,FALSE
KY409002.1,FALSE
KY409003.1,FALSE
KY409004.1,FALSE
KY409005.1,FALSE
KY409006.1,FALSE
KY409007.1,FALSE
KY409008.1,FALSE
KY409009.1,FALSE
KY409010.1,FALSE
KY409011.1,FALSE
KY409012.1,FALSE
KY409013.1,FALSE
KY409014.1,FALSE
KY409015.1,FALSE
KY409016.1,FALSE
KY409017.1,FALSE
KY409018.1,FALSE
KY409019.1,FALSE
KY409020.1,FALSE
KY409021.1,FALSE
KY409022.1,FALSE
KY409023.1,FALSE
KY409024.1,FALSE
KY409025.1,FALSE
KY409026.1,FALSE
KY409027.1,FALSE
KY409028.1,FALSE
KY409029.1,FALSE
KY409030.1,FALSE
KY409031.1,FALSE
KY409032.1,FALSE
KY409033.1,FALSE
KY409034.1,FALSE
KY409035.1,FALSE
KY409036.1,FALSE
KY409037.1,FALSE
KY409038.1,FALSE
KY409039.1,FALSE
KY409040.1,FALSE
KY409041.1,FALSE
KY409042.1,FALSE
KY409043.1,FALSE
KY409044.1,FALSE
KY409045.1,FALSE
KY409046.1,FALSE
KY409047.1,FALSE
KY409048.1,FALSE
KY409049.1,FALSE
KY409050.1,FALSE
KY409051.1,FALSE
KY409052.1,FALSE
KY409053.1,FALSE
KY409054.1,FALSE
KY409055.1,FALSE
KY409056.1,FALSE
KY409057.1,FALSE
KY409058.1,FALSE
KY409059.1,FALSE
KY409060.1,FALSE
KY409061.1,FALSE
KY409062.1,FALSE
KY409063.1,FALSE
KY409064.1,FALSE
KY409065.1,FALSE
KY409066.1,FALSE
KY409067.1,FALSE
KY409068.1,FALSE
KY409069.1,FALSE
KY409070.1,FALSE
KY409071.1,FALSE
KY409072.1,FALSE
KY409073.1,FALSE
KY409074.1,FALSE
KY409075.1,FALSE
KY409076.1,FALSE
KY409077.1,FALSE
KY409078.1,FALSE
KY409079.1,FALSE
KY409080.1,FALSE
KY409081.1,FALSE
KY409082.1,FALSE
KY409083.1,FALSE
KY409084.1,FALSE
KY409085.1,FALSE
KY409086.1,FALSE
KY409087.1,FALSE
KY409088.1,FALSE
KY409089.1,FALSE
KY409090.1,FALSE
KY409091.1,FALSE
KY409092.1,FALSE
KY409093.1,FALSE
KY409094.1,FALSE
KY409095.1,FALSE
KY409096.1,FALSE
KY409097.1,FALSE
KY409098.1,FALSE
KY409099.1,FALSE
KY409100.1,FALSE
KY409101.1,FALSE
KY409102.1,FALSE
KY409103.1,FALSE
KY409104.1,FALSE
KY409105.1,FALSE
KY409106.1,FALSE
KY409107.1,FALSE
KY409108.1,FALSE
KY409109.1,FALSE
KY409110.1,FALSE
KY409111.1,FALSE
KY409112.1,FALSE
KY409113.1,FALSE
KY409114.1,FALSE
KY409115.1,FALSE
KY409116.1,FALSE
KY409117.1,FALSE
KY409118.1,FALSE
KY409119.1,FALSE
KY409120.1,FALSE
KY409121.1,FALSE
KY409122.1,FALSE
KY409123.1,FALSE
KY409124.1,FALSE
KY409125.1,FALSE
KY409126.1,FALSE
KY409127.1,FALSE
KY409128.1,FALSE
KY409129.1,FALSE
KY409130.1,FALSE
KY409131.1,FALSE
KY409132.1,FALSE
KY409133.1,FALSE
KY409134.1,FALSE
KY409135.1,FALSE
KY409136.1,FALSE
KY409137.1,FALSE
KY409138.1,FALSE
KY409139.1,FALSE
KY409140.1,FALSE
KY409141.1,FALSE
KY409142.1,FALSE
KY409143.1,FALSE
KY409144.1,FALSE
KY409145.1,FALSE
KY409146.1,FALSE
KY409147.1,FALSE
KY409148.1,FALSE
KY409149.1,FALSE
KY409150.1,FALSE
KY409151.1,FALSE
KY409152.1,FALSE
KY409153.1,FALSE
KY409154.1,FALSE
KY409155.1,FALSE
KY409156.1,FALSE
KY409157.1,FALSE
KY409158.1,FALSE
KY409159.1,FALSE
KY409160.1,FALSE
KY409161.1,FALSE
KY409162.1,FALSE
KY409163.1,FALSE
KY409164.1,FALSE
KY409165.1,FALSE
KY409166.1,FALSE
KY409167.1,FALSE
KY409168.1,FALSE
KY409169.1,FALSE
KY409170.1,FALSE
KY409171.1,FALSE
KY409172.1,FALSE
KY409173.1,FALSE
KY409174.1,FALSE
KY409175.1,FALSE
KY409176.1,FALSE
KY409177.1,FALSE
KY409178.1,FALSE
KY409179.1,FALSE
KY409180.1,FALSE
KY409181.1,FALSE
KY409182.1,FALSE
KY409183.1,FALSE
KY409184.1,FALSE
KY409185.1,FALSE
KY409186.1,FALSE
KY409187.1,FALSE
KY409188.1,FALSE
KY409189.1,FALSE
KY409190.1,FALSE
KY409191.1,FALSE
KY409192.1,FALSE
KY409193.1,FALSE
KY409194.1,FALSE
KY409195.1,FALSE
KY409196.1,FALSE
KY409197.1,FALSE
KY409198.1,FALSE
KY409199.1,FALSE
KY409200.1,FALSE
KY409201.1,FALSE
KY409202.1,FALSE
KY409203.1,FALSE
KY409204.1,FALSE
KY409205.1,FALSE
KY409206.1,FALSE
KY409207.1,FALSE
KY409208.1,FALSE
KY409209.1,FALSE
KY409210.1,FALSE
KY409211.1,FALSE
KY409212.1,FALSE
KY409213.1,FALSE
KY409214.1,FALSE
KY409215.1,FALSE
KY409216.1,FALSE
KY409217.1,FALSE
KY409218.1,FALSE
KY409219.1,FALSE
KY409220.1,FALSE
KY409221.1,FALSE
KY409222.1,FALSE
KY409223.1,FALSE
KY409224.1,FALSE
KY409225.1,FALSE
KY409226.1,FALSE
KY409227.1,FALSE
KY409228.1,FALSE
KY409229.1,FALSE
KY409230.1,FALSE
KY409231.1,FALSE
KY409232.1,FALSE
KY409233.1,FALSE
KY409234.1,FALSE
KY409235.1,FALSE
KY409236.1,FALSE
KY409237.1,FALSE
KY409238.1,FALSE
KY409239.1,FALSE
KY409240.1,FALSE
KY409241.1,FALSE
KY409242.1,FALSE
KY409243.1,FALSE
KY409244.1,FALSE
KY409245.1,FALSE
KY409246.1,FALSE
KY409247.1,FALSE
KY409248.1,FALSE
KY409249.1,FALSE
KY409250.1,FALSE
KY409251.1,FALSE
KY409252.1,FALSE
KY409253.1,FALSE
KY409254.1,FALSE
KY409255.1,FALSE
KY409256.1,FALSE
KY409257.1,FALSE
KY409258.1,FALSE
KY409259.1,FALSE
KY409260.1,FALSE
KY409261.1,FALSE
KY409262.1,FALSE
KY409263.1,FALSE
KY409264.1,FALSE
KY409265.1,FALSE
KY409266.1,FALSE
KY409267.1,FALSE
KY409268.1,FALSE
KY409269.1,FALSE
KY409270.1,FALSE
KY409271.1,FALSE
KY409272.1,FALSE
KY409273.1,FALSE
KY409274.1,FALSE
KY409275.1,FALSE
KY409276.1,FALSE
KY409277.1,FALSE
KY409278.1,FALSE
KY409279.1,FALSE
KY409280.1,FALSE
KY409281.1,FALSE
KY409282.1,FALSE
KY409283.1,FALSE
KY409284.1,FALSE
KY409285.1,FALSE
KY409286.1,FALSE
KY409287.1,FALSE
KY409288.1,FALSE
KY409289.1,FALSE
KY409290.1,FALSE
KY409291.1,FALSE
KY409292.1,FALSE
KY409293.1,FALSE
KY409294.1,FALSE
KY409295.1,FALSE
KY409296.1,FALSE
KY409297.1,FALSE
KY409298.1,FALSE
KY409299.1,FALSE
KY409300.1,FALSE
KY409301.1,FALSE
KY409302.1,FALSE
KY409303.1,FALSE
KY409304.1,FALSE
KY409305.1,FALSE
KY409306.1,FALSE
KY409307.1,FALSE
KY409308.1,FALSE
KY409309.1,FALSE
KY409310.1,FALSE
KY409311.1,FALSE
KY409312.1,FALSE
KY409313.1,FALSE
KY409314.1,FALSE
KY409315.1,FALSE
KY409316.1,FALSE
KY409317.1,FALSE
KY409318.1,FALSE
KY409319.1,FALSE
KY409320.1,FALSE
KY409321.1,FALSE
KY409322.1,FALSE
KY409323.1,FALSE
KY409324.1,FALSE
KY409325.1,FALSE
KY409326.1,FALSE
KY409327.1,FALSE
KY409328.1,FALSE
KY409329.1,FALSE
KY409330.1,FALSE
KY409331.1,FALSE
KY409332.1,FALSE
KY409333.1,FALSE
KY409334.1,FALSE
KY409335.1,FALSE
KY409336.1,FALSE
KY409337.1,FALSE
KY409338.1,FALSE
KY409339.1,FALSE
KY409340.1,FALSE
KY409341.1,FALSE
KY409342.1,FALSE
KY409343.1,FALSE
KY409344.1,FALSE
KY409345.1,FALSE
KY409346.1,FALSE
KY409347.1,FALSE
KY409348.1,FALSE
KY409349.1,FALSE
KY409350.1,FALSE
KY409351.1,FALSE
KY409352.1,FALSE
KY409353.1,FALSE
KY409354.1,FALSE
KY409355.1,FALSE
KY409356.1,FALSE
KY409357.1,FALSE
KY409358.1,FALSE
KY409359.1,FALSE
KY409360.1,FALSE
KY409361.1,FALSE
KY409362.1,FALSE
KY409363.1,FALSE
KY409364.1,FALSE
KY409365.1,FALSE
KY409366.1,FALSE
KY409367.1,FALSE
KY409368.1,FALSE
KY409369.1,FALSE
KY409370.1,FALSE
KY409371.1,FALSE
KY409372.1,FALSE
KY409373.1,FALSE
KY409374.1,FALSE
KY409375.1,FALSE
KY409376.1,FALSE
KY409377.1,FALSE
KY409378.1,FALSE
KY409379.1,FALSE
KY409380.1,FALSE
KY409381.1,FALSE
KY409382.1,FALSE
KY409383.1,FALSE
KY409384.1,FALSE
KY409385.1,FALSE
KY409386.1,FALSE
KY409387.1,FALSE
KY409388.1,FALSE
KY409389.1,FALSE
KY409390.1,FALSE
KY409391.1,FALSE
KY409392.1,FALSE
KY409393.1,FALSE
KY409394.1,FALSE
KY409395.1,FALSE
KY409396.1,FALSE
KY409397.1,FALSE
KY409398.1,FALSE
KY409399.1,FALSE
KY409400.1,FALSE
KY409401.1,FALSE
KY409402.1,FALSE
KY409403.1,FALSE
KY409404.1,FALSE
KY409405.1,FALSE
KY409406.1,FALSE
KY409407.1,FALSE
KY409408.1,FALSE
KY409409.1,FALSE
KY409410.1,FALSE
KY409411.1,FALSE
KY409412.1,FALSE
KY409413.1,FALSE
KY409414.1,FALSE
KY409415.1,FALSE
KY409416.1,FALSE
KY409417.1,FALSE
KY409418.1,FALSE
KY409419.1,FALSE
KY409420.1,FALSE
KY409421.1,FALSE
KY409422.1,FALSE
KY409423.1,FALSE
KY409424.1,FALSE
KY409425.1,FALSE
KY409426.1,FALSE
KY409427.1,FALSE
KY409428.1,FALSE
KY409429.1,FALSE
KY409430.1,FALSE
KY409431.1,FALSE
KY409432.1,FALSE
KY409433.1,FALSE
KY409434.1,FALSE
KY409435.1,FALSE
KY409436.1,FALSE
KY409437.1,FALSE
KY409438.1,FALSE
KY409439.1,FALSE
KY409440.1,FALSE
KY409441.1,FALSE
KY409442.1,FALSE
KY409443.1,FALSE
KY409444.1,FALSE
KY409445.1,FALSE
KY409446.1,FALSE
KY409447.1,FALSE
KY409448.1,FALSE
KY409449.1,FALSE
KY409450.1,FALSE
KY409451.1,FALSE
KY409452.1,FALSE
KY409453.1,FALSE
KY409454.1,FALSE
KY409455.1,FALSE
KY409456.1,FALSE
KY409457.1,FALSE
KY409458.1,FALSE
KY409459.1,FALSE
KY409460.1,FALSE
KY409461.1,FALSE
KY409462.1,FALSE
KY409463.1,FALSE
KY409464.1,FALSE
KY409465.1,FALSE
KY409466.1,FALSE
KY409467.1,FALSE
KY409468.1,FALSE
KY409469.1,FALSE
KY409470.1,FALSE
KY409471.1,FALSE
KY409472.1,FALSE
KY409473.1,FALSE
KY409474.1,FALSE
KY409475.1,FALSE
KY409476.1,FALSE
KY409477.1,FALSE
KY409478.1,FALSE
KY409479.1,FALSE
KY409480.1,FALSE
KY409481.1,FALSE
KY409482.1,FALSE
KY409483.1,FALSE
KY409484.1,FALSE
KY409485.1,FALSE
KY409486.1,FALSE
KY409487.1,FALSE
KY409488.1,FALSE
KY409489.1,FALSE
KY409490.1,FALSE
KY409491.1,FALSE
KY409492.1,FALSE
KY409493.1,FALSE
KY409494.1,FALSE
KY409495.1,FALSE
KY409496.1,FALSE
KY409497.1,FALSE
KY409498.1,FALSE
KY409499.1,FALSE
KY409500.1,FALSE
KY409501.1,FALSE
KY409502.1,FALSE
KY409503.1,FALSE
KY409504.1,FALSE
KY409505.1,FALSE
KY409506.1,FALSE
KY409507.1,FALSE
KY409508.1,FALSE
KY409509.1,FALSE
KY409510.1,FALSE
KY409511.1,FALSE
KY409512.1,FALSE
KY409513.1,FALSE
KY409514.1,FALSE
KY409515.1,FALSE
KY409516.1,FALSE
KY409517.1,FALSE
KY409518.1,FALSE
KY409519.1,FALSE
KY409520.1,FALSE
KY409521.1,FALSE
KY409522.1,FALSE
KY409523.1,FALSE
KY409524.1,FALSE
KY409525.1,FALSE
KY409526.1,FALSE
KY409527.1,FALSE
KY409528.1,FALSE
KY409529.1,FALSE
KY409530.1,FALSE
KY409531.1,FALSE
KY409532.1,FALSE
KY409533.1,FALSE
KY409534.1,FALSE
KY409535.1,FALSE
KY409536.1,FALSE
KY409537.1,FALSE
KY409538.1,FALSE
KY409539.1,FALSE
KY409540.1,FALSE
KY409541.1,FALSE
KY409542.1,FALSE
KY409543.1,FALSE
KY409544.1,FALSE
KY409545.1,FALSE
KY409546.1,FALSE
KY409547.1,FALSE
KY409548.1,FALSE
KY409549.1,FALSE
KY409550.1,FALSE
KY409551.1,FALSE
KY409552.1,FALSE
KY409553.1,FALSE
KY409554.1,FALSE
KY409555.1,FALSE
KY409556.1,FALSE
KY409557.1,FALSE
KY409558.1,FALSE
KY409559.1,FALSE
KY409560.1,FALSE
KY409561.1,FALSE
KY409562.1,FALSE
KY409563.1,FALSE
KY409564.1,FALSE
KY409565.1,FALSE
KY409566.1,FALSE
KY409567.1,FALSE
KY409568.1,FALSE
KY409569.1,FALSE
KY409570.1,FALSE
KY409571.1,FALSE
KY409572.1,FALSE
KY409573.1,FALSE
KY409574.1,FALSE
KY409575.1,FALSE
KY409576.1,FALSE
KY409577.1,FALSE
KY409578.1,FALSE
KY409579.1,FALSE
KY409580.1,FALSE
KY409581.1,FALSE
KY409582.1,FALSE
KY409583.1,FALSE
KY409584.1,FALSE
KY409585.1,FALSE
KY409586.1,FALSE
KY409587.1,FALSE
KY409588.1,FALSE
KY409589.1,FALSE
KY409590.1,FALSE
KY409591.1,FALSE
KY409592.1,FALSE
KY409593.1,FALSE
KY409594.1,FALSE
KY409595.1,FALSE
KY409596.1,FALSE
KY409597.1,FALSE
KY409598.1,FALSE
KY409599.1,FALSE
KY409600.1,FALSE
KY409601.1,FALSE
KY409602.1,FALSE
KY409603.1,FALSE
KY409604.1,FALSE
KY409605.1,FALSE
KY409606.1,FALSE
KY409607.1,FALSE
KY409608.1,FALSE
KY409609.1,FALSE
KY409610.1,FALSE
KY409611.1,FALSE
KY409612.1,FALSE
KY409613.1,FALSE
KY409614.1,FALSE
KY409615.1,FALSE
KY409616.1,FALSE
KY409617.1,FALSE
KY409618.1,FALSE
KY409619.1,FALSE
KY409620.1,FALSE
KY409621.1,FALSE
KY409622.1,FALSE
KY409623.1,FALSE
KY409624.1,FALSE
KY409625.1,FALSE
KY409626.1,FALSE
KY409627.1,FALSE
KY409628.1,FALSE
KY409629.1,FALSE
KY409630.1,FALSE
KY409631.1,FALSE
KY409632.1,FALSE
KY409633.1,FALSE
KY409634.1,FALSE
KY409635.1,FALSE
KY409636.1,FALSE
KY409637.1,FALSE
KY409638.1,FALSE
KY409639.1,FALSE
KY409640.1,FALSE
KY409641.1,FALSE
KY409642.1,FALSE
KY409643.1,FALSE
KY409644.1,FALSE
KY409645.1,FALSE
KY409646.1,FALSE
KY409647.1,FALSE
KY409648.1,FALSE
KY409649.1,FALSE
KY409650.1,FALSE
KY409651.1,FALSE
KY409652.1,FALSE
KY409653.1,FALSE
KY409654.1,FALSE
KY409655.1,FALSE
KY409656.1,FALSE
KY409657.1,FALSE
KY409658.1,FALSE
KY409659.1,FALSE
KY409660.1,FALSE
KY409661.1,FALSE
KY409662.1,FALSE
KY409663.1,FALSE
KY409664.1,FALSE
KY409665.1,FALSE
KY409666.1,FALSE
KY409667.1,FALSE
KY409668.1,FALSE
KY409669.1,FALSE
KY409670.1,FALSE
KY409671.1,FALSE
KY409672.1,FALSE
KY409673.1,FALSE
KY409674.1,FALSE
KY409675.1,FALSE
KY409676.1,FALSE
KY409677.1,FALSE
KY409678.1,FALSE
KY409679.1,FALSE
KY409680.1,FALSE
KY409681.1,FALSE
KY409682.1,FALSE
KY409683.1,FALSE
KY409684.1,FALSE
KY409685.1,FALSE
KY409686.1,FALSE
KY409687.1,FALSE
KY409688.1,FALSE
KY409689.1,FALSE
KY409690.1,FALSE
KY409691.1,FALSE
KY409692.1,FALSE
KY409693.1,FALSE
KY409694.1,FALSE
KY409695.1,FALSE
KY409696.1,FALSE
KY409697.1,FALSE
KY409698.1,FALSE
KY409699.1,FALSE
KY409700.1,FALSE
KY409701.1,FALSE
KY409702.1,FALSE
KY409703.1,FALSE
KY409704.1,FALSE
KY409705.1,FALSE
KY409706.1,FALSE
KY409707.1,FALSE
KY409708.1,FALSE
KY409709.1,FALSE
KY409710.1,FALSE
KY409711.1,FALSE
KY409712.1,FALSE
KY409713.1,FALSE
KY409714.1,FALSE
KY409715.1,FALSE
KY409716.1,FALSE
KY409717.1,FALSE
KY409718.1,FALSE
KY409719.1,FALSE
KY409720.1,FALSE
KY409721.1,FALSE
KY409722.1,FALSE
KY409723.1,FALSE
KY409724.1,FALSE
KY409725.1,FALSE
KY409726.1,FALSE
KY409727.1,FALSE
KY409728.1,FALSE
KY409729.1,FALSE
KY409730.1,FALSE
KY409731.1,FALSE
KY409732.1,FALSE
KY409733.1,FALSE
KY409734.1,FALSE
KY409735.1,FALSE
KY409736.1,FALSE
KY409737.1,FALSE
KY409738.1,FALSE
KY409739.1,FALSE
KY409740.1,FALSE
KY409741.1,FALSE
KY409742.1,FALSE
KY409743.1,FALSE
KY409744.1,FALSE
KY409745.1,FALSE
KY409746.1,FALSE
KY409747.1,FALSE
KY409748.1,FALSE
KY409749.1,FALSE
KY409750.1,FALSE
KY409751.1,FALSE
KY409752.1,FALSE
KY409753.1,FALSE
KY409754.1,FALSE
KY409755.1,FALSE
KY409756.1,FALSE
KY409757.1,FALSE
KY409758.1,FALSE
KY409759.1,FALSE
KY409760.1,FALSE
KY409761.1,FALSE
KY409762.1,FALSE
KY409763.1,FALSE
KY409764.1,FALSE
KY409765.1,FALSE
KY409766.1,FALSE
KY409767.1,FALSE
KY409768.1,FALSE
KY409769.1,FALSE
KY409770.1,FALSE
KY409771.1,FALSE
KY409772.1,FALSE
KY409773.1,FALSE
KY409774.1,FALSE
KY409775.1,FALSE
KY409776.1,FALSE
KY409777.1,FALSE
KY409778.1,FALSE
KY409779.1,FALSE
KY409780.1,FALSE
KY409781.1,FALSE
KY409782.1,FALSE
KY409783.1,FALSE
KY409784.1,FALSE
KY409785.1,FALSE
KY409786.1,FALSE
KY409787.1,FALSE
KY409788.1,FALSE
KY409789.1,FALSE
KY409790.1,FALSE
KY409791.1,FALSE
KY409792.1,FALSE
KY409793.1,FALSE
KY409794.1,FALSE
KY409795.1,FALSE
KY409796.1,FALSE
KY409797.1,FALSE
KY409798.1,FALSE
KY409799.1,FALSE
KY409800.1,FALSE
KY409801.1,FALSE
KY409802.1,FALSE
KY409803.1,FALSE
KY409804.1,FALSE
KY409805.1,FALSE
KY409806.1,FALSE
KY409807.1,FALSE
KY409808.1,FALSE
KY409809.1,FALSE
KY409810.1,FALSE
KY409811.1,FALSE
KY409812.1,FALSE
KY409813.1,FALSE
KY409814.1,FALSE
KY409815.1,FALSE
KY409816.1,FALSE
KY409817.1,FALSE
KY409818.1,FALSE
KY409819.1,FALSE
KY409820.1,FALSE
KY409821.1,FALSE
KY409822.1,FALSE
KY409823.1,FALSE
KY409824.1,FALSE
KY409825.1,FALSE
KY409826.1,FALSE
KY409827.1,FALSE
KY409828.1,FALSE
KY409829.1,FALSE
KY409830.1,FALSE
KY409831.1,FALSE
KY409832.1,FALSE
KY409833.1,FALSE
KY409834.1,FALSE
KY409835.1,FALSE
KY409836.1,FALSE
KY409837.1,FALSE
KY409838.1,FALSE
KY409839.1,FALSE
KY409840.1,FALSE
KY409841.1,FALSE
KY409842.1,FALSE
KY409843.1,FALSE
KY409844.1,FALSE
KY409845.1,FALSE
KY409846.1,FALSE
KY409847.1,FALSE
KY409848.1,FALSE
KY409849.1,FALSE
KY409850.1,FALSE
KY409851.1,FALSE
KY409852.1,FALSE
KY409853.1,FALSE
KY409854.1,FALSE
KY409855.1,FALSE
KY409856.1,FALSE
KY409857.1,FALSE
KY409858.1,FALSE
KY409859.1,FALSE
KY409860.1,FALSE
KY409861.1,FALSE
KY409862.1,FALSE
KY409863.1,FALSE
KY409864.1,FALSE
KY409865.1,FALSE
KY409866.1,FALSE
KY409867.1,FALSE
KY409868.1,FALSE
KY409869.1,FALSE
KY409870.1,FALSE
KY409871.1,FALSE
KY409872.1,FALSE
KY409873.1,FALSE
KY409874.1,FALSE
KY409875.1,FALSE
KY409876.1,FALSE
KY409877.1,FALSE
KY409878.1,FALSE
KY409879.1,FALSE
KY409880.1,FALSE
KY409881.1,FALSE
KY409882.1,FALSE
KY409883.1,FALSE
KY409884.1,FALSE
KY409885.1,FALSE
KY409886.1,FALSE
KY409887.1,FALSE
KY409888.1,FALSE
KY409889.1,FALSE
KY409890.1,FALSE
KY409891.1,FALSE
KY409892.1,FALSE
KY409893.1,FALSE
KY409894.1,FALSE
KY409895.1,FALSE
KY409896.1,FALSE
KY409897.1,FALSE
KY409898.1,FALSE
KY409899.1,FALSE
KY409900.1,FALSE
KY409901.1,FALSE
KY409902.1,FALSE
KY409903.1,FALSE
KY409904.1,FALSE
KY409905.1,FALSE
KY409906.1,FALSE
KY409907.1,FALSE
KY409908.1,FALSE
KY409909.1,FALSE
KY409910.1,FALSE
KY409911.1,FALSE
KY409912.1,FALSE
KY409913.1,FALSE
KY409914.1,FALSE
KY409915.1,FALSE
KY409916.1,FALSE
KY409917.1,FALSE
KY409918.1,FALSE
KY409919.1,FALSE
KY409920.1,FALSE
KY409921.1,FALSE
KY409922.1,FALSE
KY409923.1,FALSE
KY409924.1,FALSE
KY409925.1,FALSE
KY409926.1,FALSE
KY409927.1,FALSE
KY409928.1,FALSE
KY409929.1,FALSE
KY409930.1,FALSE
KY409931.1,FALSE
KY409932.1,FALSE
KY409933.1,FALSE
KY409934.1,FALSE
KY409935.1,FALSE
KY409936.1,FALSE
KY409937.1,FALSE
KY409938.1,FALSE
KY409939.1,FALSE
KY409940.1,FALSE
KY409941.1,FALSE
KY409942.1,FALSE
KY409943.1,FALSE
KY409944.1,FALSE
KY409945.1,FALSE
KY409946.1,FALSE
KY409947.1,FALSE
KY409948.1,FALSE
KY409949.1,FALSE
KY409950.1,FALSE
KY409951.1,FALSE
KY409952.1,FALSE
KY409953.1,FALSE
KY409954.1,FALSE
KY409955.1,FALSE
KY409956.1,FALSE
KY409957.1,FALSE
KY409958.1,FALSE
KY409959.1,FALSE
KY409960.1,FALSE
KY409961.1,FALSE
KY409962.1,FALSE
KY409963.1,FALSE
KY409964.1,FALSE
KY409965.1,FALSE
KY409966.1,FALSE
KY409967.1,FALSE
KY409968.1,FALSE
KY409969.1,FALSE
KY409970.1,FALSE
KY409971.1,FALSE
KY409972.1,FALSE
KY409973.1,FALSE
KY409974.1,FALSE
KY409975.1,FALSE
KY409976.1,FALSE
KY409977.1,FALSE
KY409978.1,FALSE
KY409979.1,FALSE
KY409980.1,FALSE
KY409981.1,FALSE
KY409982.1,FALSE
KY409983.1,FALSE
KY409984.1,FALSE
KY409985.1,FALSE
KY409986.1,FALSE
KY409987.1,FALSE
KY409988.1,FALSE
KY409989.1,FALSE
KY409990.1,FALSE
KY409991.1,FALSE
KY409992.1,FALSE
KY409993.1,FALSE
KY409994.1,FALSE
KY409995.1,FALSE
KY409996.1,FALSE
KY409997.1,FALSE
KY409998.1,FALSE
KY409999.1,FALSE
KY410000.1,FALSE
KY410001.1,FALSE
KY410002.1,FALSE
KY410003.1,FALSE
KY410004.1,FALSE
KY410005.1,FALSE
KY410006.1,FALSE
KY410007.1,FALSE
KY410008.1,FALSE
KY410009.1,FALSE
KY410010.1,FALSE
KY410011.1,FALSE
KY410012.1,FALSE
KY410013.1,FALSE
KY410014.1,FALSE
KY410015.1,FALSE
KY410016.1,FALSE
KY410017.1,FALSE
KY410018.1,FALSE
KY410019.1,FALSE
KY410020.1,FALSE
KY410021.1,FALSE
KY410022.1,FALSE
KY410023.1,FALSE
KY410024.1,FALSE
KY410025.1,FALSE
KY410026.1,FALSE
KY410027.1,FALSE
KY410028.1,FALSE
KY410029.1,FALSE
KY410030.1,FALSE
KY410031.1,FALSE
KY410032.1,FALSE
KY410033.1,FALSE
KY410034.1,FALSE
KY410035.1,FALSE
KY410036.1,FALSE
KY410037.1,FALSE
KY410038.1,FALSE
KY410039.1,FALSE
KY410040.1,FALSE
KY410041.1,FALSE
KY410042.1,FALSE
KY410043.1,FALSE
KY410044.1,FALSE
KY410045.1,FALSE
KY410046.1,FALSE
KY410047.1,FALSE
KY410048.1,FALSE
KY410049.1,FALSE
KY410050.1,FALSE
KY410051.1,FALSE
KY410052.1,FALSE
KY410053.1,FALSE
KY410054.1,FALSE
KY410055.1,FALSE
KY410056.1,FALSE
KY410057.1,FALSE
KY410058.1,FALSE
KY410059.1,FALSE
KY410060.1,FALSE
KY410061.1,FALSE
KY410062.1,FALSE
KY410063.1,FALSE
KY410064.1,FALSE
KY410065.1,FALSE
KY410066.1,FALSE
KY410067.1,FALSE
KY410068.1,FALSE
KY410069.1,FALSE
KY410070.1,FALSE
KY410071.1,FALSE
KY410072.1,FALSE
KY410073.1,FALSE
KY410074.1,FALSE
KY410075.1,FALSE
KY410076.1,FALSE
KY410077.1,FALSE
KY410078.1,FALSE
KY410079.1,FALSE
KY410080.1,FALSE
KY410081.1,FALSE
KY410082.1,FALSE
KY410083.1,FALSE
KY410084.1,FALSE
KY410085.1,FALSE
KY410086.1,FALSE
KY410087.1,FALSE
KY410088.1,FALSE
KY410089.1,FALSE
KY410090.1,FALSE
KY410091.1,FALSE
KY410092.1,FALSE
KY410093.1,FALSE
KY410094.1,FALSE
KY410095.1,FALSE
KY410096.1,FALSE
KY410097.1,FALSE
KY410098.1,FALSE
KY410099.1,FALSE
KY410100.1,FALSE
KY410101.1,FALSE
KY410102.1,FALSE
KY410103.1,FALSE
KY410104.1,FALSE
KY410105.1,FALSE
KY410106.1,FALSE
KY410107.1,FALSE
KY410108.1,FALSE
KY410109.1,FALSE
KY410110.1,FALSE
KY410111.1,FALSE
KY410112.1,FALSE
KY410113.1,FALSE
KY410114.1,FALSE
KY410115.1,FALSE
KY410116.1,FALSE
KY410117.1,FALSE
KY410118.1,FALSE
KY410119.1,FALSE
KY410120.1,FALSE
KY410121.1,FALSE
KY410122.1,FALSE
KY410123.1,FALSE
KY410124.1,FALSE
KY410125.1,FALSE
KY410126.1,FALSE
KY410127.1,FALSE
KY410128.1,FALSE
KY410129.1,FALSE
KY410130.1,FALSE
KY410131.1,FALSE
